,summary,config,name
10,{'_wandb': {'runtime': 2}},{},true-flower-493
11,"{'_wandb': {'runtime': 33}, 'val_loss': 0.2417805790901184, 'val_binary_crossentropy': 0.2417805790901184, '_timestamp': 1639570204, 'best_epoch': 99, 'best_val_loss': 0.2417805790901184, 'loss': 0.00019852086552418768, '_step': 99, 'epoch': 99, 'graph': {'path': 'media/graph/graph_summary_be39ba43bc410ff4805b.graph.json', 'size': 768, '_type': 'graph-file', 'sha256': 'be39ba43bc410ff4805b099a4e7bb76db4f4679fd151224a5b1144eb7e83f3e0'}, '_runtime': 36, 'binary_crossentropy': 0.00019852086552418768}","{'epochs': 100, 'dropout_2': 0.4, 'trainable': False, 'batch_size': 20, 'preprocess': 'medium', 'pretrained': True, 'dense_units': 128, 'train_split': 0.7}",tough-sweep-54
12,"{'binary_crossentropy': 0.000536002276930958, '_step': 99, 'epoch': 99, 'graph': {'path': 'media/graph/graph_summary_be39ba43bc410ff4805b.graph.json', 'size': 768, '_type': 'graph-file', 'sha256': 'be39ba43bc410ff4805b099a4e7bb76db4f4679fd151224a5b1144eb7e83f3e0'}, '_wandb': {'runtime': 31}, '_timestamp': 1639570154, 'val_binary_crossentropy': 0.28539398312568665, 'loss': 0.000536002276930958, '_runtime': 33, 'val_loss': 0.28539398312568665, 'best_epoch': 99, 'best_val_loss': 0.28539398312568665}","{'epochs': 100, 'dropout_2': 0.4, 'trainable': True, 'batch_size': 20, 'preprocess': 'medium', 'pretrained': True, 'dense_units': 128, 'train_split': 0.7}",clean-sweep-53
13,"{'loss': 8.988691843114793e-05, '_step': 99, '_runtime': 33, 'val_loss': 0.005423370283097029, 'best_val_loss': 0.005423370283097029, 'val_binary_crossentropy': 0.005423370283097029, 'epoch': 99, 'graph': {'path': 'media/graph/graph_summary_928a5345d02c180ec801.graph.json', 'size': 738, '_type': 'graph-file', 'sha256': '928a5345d02c180ec8018f3cf9d580d6d8ad99c2b96e020f4657307e72a9e383'}, '_wandb': {'runtime': 31}, '_timestamp': 1639570106, 'best_epoch': 99, 'binary_crossentropy': 8.988691843114793e-05}","{'epochs': 100, 'dropout_2': 0.4, 'trainable': True, 'batch_size': 20, 'preprocess': 'medium', 'pretrained': False, 'dense_units': 128, 'train_split': 0.7}",magic-sweep-52
14,"{'val_binary_crossentropy': 0.005618223454803228, 'loss': 0.00011600001744227484, 'epoch': 99, 'graph': {'size': 738, '_type': 'graph-file', 'sha256': '928a5345d02c180ec8018f3cf9d580d6d8ad99c2b96e020f4657307e72a9e383', 'path': 'media/graph/graph_summary_928a5345d02c180ec801.graph.json'}, '_wandb': {'runtime': 31}, 'val_loss': 0.005618223454803228, 'best_epoch': 99, 'binary_crossentropy': 0.00011600001744227484, '_step': 99, '_runtime': 34, '_timestamp': 1639570055, 'best_val_loss': 0.005618223454803228}","{'epochs': 100, 'dropout_2': 0.4, 'trainable': False, 'batch_size': 20, 'preprocess': 'medium', 'pretrained': False, 'dense_units': 128, 'train_split': 0.7}",still-sweep-51
15,"{'val_loss': 0.2683899402618408, 'best_epoch': 99, 'best_val_loss': 0.2683899402618408, 'val_binary_crossentropy': 0.2683899402618408, '_timestamp': 1639570003, 'binary_crossentropy': 0.00021851494966540488, 'loss': 0.00021851494966540488, '_step': 99, 'epoch': 99, 'graph': {'path': 'media/graph/graph_summary_be39ba43bc410ff4805b.graph.json', 'size': 768, '_type': 'graph-file', 'sha256': 'be39ba43bc410ff4805b099a4e7bb76db4f4679fd151224a5b1144eb7e83f3e0'}, '_wandb': {'runtime': 33}, '_runtime': 35}","{'epochs': 100, 'dropout_2': 0.4, 'trainable': True, 'batch_size': 20, 'preprocess': 'medium', 'pretrained': True, 'dense_units': 128, 'train_split': 0.7}",astral-sweep-50
16,"{'val_binary_crossentropy': 0.03445668891072273, 'loss': 0.0002648491063155234, 'graph': {'_type': 'graph-file', 'sha256': '928a5345d02c180ec8018f3cf9d580d6d8ad99c2b96e020f4657307e72a9e383', 'path': 'media/graph/graph_summary_928a5345d02c180ec801.graph.json', 'size': 738}, 'val_loss': 0.03445668891072273, 'binary_crossentropy': 0.0002648491063155234, '_timestamp': 1639569950, 'best_epoch': 99, 'best_val_loss': 0.03445668891072273, '_step': 99, 'epoch': 99, '_wandb': {'runtime': 32}, '_runtime': 34}","{'epochs': 100, 'dropout_2': 0.4, 'trainable': True, 'batch_size': 20, 'preprocess': 'medium', 'pretrained': False, 'dense_units': 128, 'train_split': 0.7}",vocal-sweep-49
17,"{'binary_crossentropy': 0.0003229114809073508, 'val_binary_crossentropy': 0.017974136397242546, 'loss': 0.0003229114809073508, 'graph': {'path': 'media/graph/graph_summary_928a5345d02c180ec801.graph.json', 'size': 738, '_type': 'graph-file', 'sha256': '928a5345d02c180ec8018f3cf9d580d6d8ad99c2b96e020f4657307e72a9e383'}, '_runtime': 34, 'best_epoch': 99, 'best_val_loss': 0.017974136397242546, '_step': 99, 'epoch': 99, '_wandb': {'runtime': 32}, 'val_loss': 0.017974136397242546, '_timestamp': 1639569897}","{'epochs': 100, 'dropout_2': 0.4, 'trainable': True, 'batch_size': 20, 'preprocess': 'medium', 'pretrained': False, 'dense_units': 128, 'train_split': 0.7}",upbeat-sweep-48
18,"{'binary_crossentropy': 9.334718924947084e-05, 'graph': {'path': 'media/graph/graph_summary_928a5345d02c180ec801.graph.json', 'size': 738, '_type': 'graph-file', 'sha256': '928a5345d02c180ec8018f3cf9d580d6d8ad99c2b96e020f4657307e72a9e383'}, '_wandb': {'runtime': 32}, '_runtime': 34, 'val_loss': 0.007713278755545616, '_timestamp': 1639569845, 'loss': 9.334718924947084e-05, '_step': 99, 'epoch': 99, 'best_epoch': 99, 'best_val_loss': 0.007713278755545616, 'val_binary_crossentropy': 0.007713278755545616}","{'epochs': 100, 'dropout_2': 0.4, 'trainable': True, 'batch_size': 20, 'preprocess': 'medium', 'pretrained': False, 'dense_units': 128, 'train_split': 0.7}",wobbly-sweep-47
19,"{'best_val_loss': 0.003953827079385519, 'binary_crossentropy': 8.409927249886096e-05, 'val_binary_crossentropy': 0.003953827079385519, '_runtime': 34, '_step': 99, 'epoch': 99, 'graph': {'path': 'media/graph/graph_summary_928a5345d02c180ec801.graph.json', 'size': 738, '_type': 'graph-file', 'sha256': '928a5345d02c180ec8018f3cf9d580d6d8ad99c2b96e020f4657307e72a9e383'}, '_wandb': {'runtime': 32}, 'val_loss': 0.003953827079385519, '_timestamp': 1639569793, 'best_epoch': 99, 'loss': 8.409927249886096e-05}","{'epochs': 100, 'dropout_2': 0.4, 'trainable': True, 'batch_size': 20, 'preprocess': 'medium', 'pretrained': False, 'dense_units': 128, 'train_split': 0.7}",lyric-sweep-46
20,"{'_step': 99, '_runtime': 33, 'val_loss': 0.4386902153491974, 'loss': 0.00041270162910223007, 'graph': {'path': 'media/graph/graph_summary_be39ba43bc410ff4805b.graph.json', 'size': 768, '_type': 'graph-file', 'sha256': 'be39ba43bc410ff4805b099a4e7bb76db4f4679fd151224a5b1144eb7e83f3e0'}, '_wandb': {'runtime': 31}, '_timestamp': 1639569739, 'best_epoch': 99, 'best_val_loss': 0.4386902153491974, 'binary_crossentropy': 0.00041270162910223007, 'val_binary_crossentropy': 0.4386902153491974, 'epoch': 99}","{'epochs': 100, 'dropout_2': 0.4, 'trainable': False, 'batch_size': 20, 'preprocess': 'medium', 'pretrained': True, 'dense_units': 128, 'train_split': 0.7}",apricot-sweep-45
21,"{'_step': 99, '_runtime': 36, 'val_binary_crossentropy': 0.24682459235191345, 'best_epoch': 99, 'best_val_loss': 0.24682459235191345, 'loss': 0.0002959076373372227, 'epoch': 99, 'graph': {'path': 'media/graph/graph_summary_be39ba43bc410ff4805b.graph.json', 'size': 768, '_type': 'graph-file', 'sha256': 'be39ba43bc410ff4805b099a4e7bb76db4f4679fd151224a5b1144eb7e83f3e0'}, '_wandb': {'runtime': 34}, 'val_loss': 0.24682459235191345, '_timestamp': 1639569689, 'binary_crossentropy': 0.0002959076373372227}","{'epochs': 100, 'dropout_2': 0.4, 'trainable': True, 'batch_size': 20, 'preprocess': 'medium', 'pretrained': True, 'dense_units': 128, 'train_split': 0.7}",frosty-sweep-44
22,"{'_step': 99, '_wandb': {'runtime': 31}, '_runtime': 34, '_timestamp': 1639569634, 'best_epoch': 99, 'best_val_loss': 0.24069979786872864, 'binary_crossentropy': 0.000427377934101969, 'loss': 0.000427377934101969, 'epoch': 99, 'graph': {'path': 'media/graph/graph_summary_be39ba43bc410ff4805b.graph.json', 'size': 768, '_type': 'graph-file', 'sha256': 'be39ba43bc410ff4805b099a4e7bb76db4f4679fd151224a5b1144eb7e83f3e0'}, 'val_loss': 0.24069979786872864, 'val_binary_crossentropy': 0.24069979786872864}","{'epochs': 100, 'dropout_2': 0.4, 'trainable': False, 'batch_size': 20, 'preprocess': 'medium', 'pretrained': True, 'dense_units': 128, 'train_split': 0.7}",devout-sweep-43
23,"{'graph': {'path': 'media/graph/graph_summary_928a5345d02c180ec801.graph.json', 'size': 738, '_type': 'graph-file', 'sha256': '928a5345d02c180ec8018f3cf9d580d6d8ad99c2b96e020f4657307e72a9e383'}, '_wandb': {'runtime': 33}, 'val_loss': 0.004195667337626219, 'best_epoch': 99, 'val_binary_crossentropy': 0.004195667337626219, 'loss': 0.00014871085295453668, '_step': 99, 'epoch': 99, '_runtime': 34, '_timestamp': 1639569583, 'best_val_loss': 0.004195667337626219, 'binary_crossentropy': 0.00014871085295453668}","{'epochs': 100, 'dropout_2': 0.4, 'trainable': False, 'batch_size': 20, 'preprocess': 'medium', 'pretrained': False, 'dense_units': 128, 'train_split': 0.7}",swift-sweep-42
24,"{'_step': 99, '_wandb': {'runtime': 31}, '_runtime': 32, 'val_loss': 0.4244256019592285, '_timestamp': 1639569530, 'binary_crossentropy': 0.00028944009682163596, 'val_binary_crossentropy': 0.4244256019592285, 'loss': 0.00028944009682163596, 'epoch': 99, 'graph': {'path': 'media/graph/graph_summary_be39ba43bc410ff4805b.graph.json', 'size': 768, '_type': 'graph-file', 'sha256': 'be39ba43bc410ff4805b099a4e7bb76db4f4679fd151224a5b1144eb7e83f3e0'}, 'best_epoch': 99, 'best_val_loss': 0.4244256019592285}","{'epochs': 100, 'dropout_2': 0.4, 'trainable': True, 'batch_size': 20, 'preprocess': 'medium', 'pretrained': True, 'dense_units': 128, 'train_split': 0.7}",serene-sweep-41
25,"{'_step': 99, 'epoch': 99, '_runtime': 33, 'best_epoch': 99, 'val_binary_crossentropy': 0.24483634531497955, 'loss': 0.0002134889509761706, 'graph': {'path': 'media/graph/graph_summary_be39ba43bc410ff4805b.graph.json', 'size': 768, '_type': 'graph-file', 'sha256': 'be39ba43bc410ff4805b099a4e7bb76db4f4679fd151224a5b1144eb7e83f3e0'}, '_wandb': {'runtime': 31}, 'val_loss': 0.24483634531497955, '_timestamp': 1639569476, 'best_val_loss': 0.24483634531497955, 'binary_crossentropy': 0.0002134889509761706}","{'epochs': 100, 'dropout_2': 0.4, 'trainable': False, 'batch_size': 20, 'preprocess': 'medium', 'pretrained': True, 'dense_units': 128, 'train_split': 0.7}",crimson-sweep-40
26,"{'best_val_loss': 0.2633782625198364, 'binary_crossentropy': 0.00017685280181467533, 'loss': 0.00017685280181467533, 'epoch': 99, '_wandb': {'runtime': 31}, '_timestamp': 1639569428, 'best_epoch': 99, 'val_binary_crossentropy': 0.2633782625198364, '_step': 99, 'graph': {'path': 'media/graph/graph_summary_be39ba43bc410ff4805b.graph.json', 'size': 768, '_type': 'graph-file', 'sha256': 'be39ba43bc410ff4805b099a4e7bb76db4f4679fd151224a5b1144eb7e83f3e0'}, '_runtime': 33, 'val_loss': 0.2633782625198364}","{'epochs': 100, 'dropout_2': 0.4, 'trainable': True, 'batch_size': 20, 'preprocess': 'medium', 'pretrained': True, 'dense_units': 128, 'train_split': 0.7}",atomic-sweep-39
27,"{'val_binary_crossentropy': 0.3511492908000946, 'loss': 0.0002931996714323759, '_step': 99, 'epoch': 99, 'graph': {'path': 'media/graph/graph_summary_be39ba43bc410ff4805b.graph.json', 'size': 768, '_type': 'graph-file', 'sha256': 'be39ba43bc410ff4805b099a4e7bb76db4f4679fd151224a5b1144eb7e83f3e0'}, '_wandb': {'runtime': 30}, '_runtime': 33, 'best_epoch': 99, 'val_loss': 0.3511492908000946, '_timestamp': 1639569381, 'best_val_loss': 0.3511492908000946, 'binary_crossentropy': 0.0002931996714323759}","{'epochs': 100, 'dropout_2': 0.4, 'trainable': False, 'batch_size': 20, 'preprocess': 'medium', 'pretrained': True, 'dense_units': 128, 'train_split': 0.7}",tough-sweep-38
28,"{'_runtime': 34, 'binary_crossentropy': 0.0012937956489622593, '_step': 99, 'epoch': 99, '_wandb': {'runtime': 31}, '_timestamp': 1639569330, 'best_epoch': 99, 'best_val_loss': 0.4040471017360687, 'val_binary_crossentropy': 0.4040471017360687, 'loss': 0.0012937956489622593, 'graph': {'path': 'media/graph/graph_summary_be39ba43bc410ff4805b.graph.json', 'size': 768, '_type': 'graph-file', 'sha256': 'be39ba43bc410ff4805b099a4e7bb76db4f4679fd151224a5b1144eb7e83f3e0'}, 'val_loss': 0.4040471017360687}","{'epochs': 100, 'dropout_2': 0.4, 'trainable': True, 'batch_size': 20, 'preprocess': 'medium', 'pretrained': True, 'dense_units': 128, 'train_split': 0.7}",fresh-sweep-37
29,"{'epoch': 99, 'graph': {'path': 'media/graph/graph_summary_928a5345d02c180ec801.graph.json', 'size': 738, '_type': 'graph-file', 'sha256': '928a5345d02c180ec8018f3cf9d580d6d8ad99c2b96e020f4657307e72a9e383'}, '_wandb': {'runtime': 33}, '_runtime': 35, 'val_loss': 0.004600119311362505, '_timestamp': 1639569278, 'best_epoch': 99, '_step': 99, 'val_binary_crossentropy': 0.004600119311362505, 'best_val_loss': 0.004600119311362505, 'binary_crossentropy': 0.0001267473417101428, 'loss': 0.0001267473417101428}","{'epochs': 100, 'dropout_2': 0.4, 'trainable': True, 'batch_size': 20, 'preprocess': 'medium', 'pretrained': False, 'dense_units': 128, 'train_split': 0.7}",denim-sweep-36
30,"{'_wandb': {'runtime': 32}, '_timestamp': 1639569223, 'best_epoch': 99, 'best_val_loss': 0.006452242843806744, 'binary_crossentropy': 0.0002778732741717249, 'loss': 0.0002778732741717249, 'epoch': 99, '_runtime': 33, 'val_loss': 0.006452242843806744, 'val_binary_crossentropy': 0.006452242843806744, '_step': 99, 'graph': {'path': 'media/graph/graph_summary_928a5345d02c180ec801.graph.json', 'size': 738, '_type': 'graph-file', 'sha256': '928a5345d02c180ec8018f3cf9d580d6d8ad99c2b96e020f4657307e72a9e383'}}","{'epochs': 100, 'dropout_2': 0.4, 'trainable': True, 'batch_size': 20, 'preprocess': 'medium', 'pretrained': False, 'dense_units': 128, 'train_split': 0.7}",light-sweep-35
31,"{'loss': 6.281377136474475e-05, '_step': 99, '_wandb': {'runtime': 32}, 'val_loss': 0.015792706981301308, 'best_epoch': 99, 'binary_crossentropy': 6.281377136474475e-05, 'val_binary_crossentropy': 0.015792706981301308, 'epoch': 99, 'graph': {'path': 'media/graph/graph_summary_928a5345d02c180ec801.graph.json', 'size': 738, '_type': 'graph-file', 'sha256': '928a5345d02c180ec8018f3cf9d580d6d8ad99c2b96e020f4657307e72a9e383'}, '_runtime': 35, '_timestamp': 1639569172, 'best_val_loss': 0.015792706981301308}","{'epochs': 100, 'dropout_2': 0.4, 'trainable': False, 'batch_size': 20, 'preprocess': 'medium', 'pretrained': False, 'dense_units': 128, 'train_split': 0.7}",sandy-sweep-34
32,"{'graph': {'_type': 'graph-file', 'sha256': 'be39ba43bc410ff4805b099a4e7bb76db4f4679fd151224a5b1144eb7e83f3e0', 'path': 'media/graph/graph_summary_be39ba43bc410ff4805b.graph.json', 'size': 768}, '_wandb': {'runtime': 32}, 'best_epoch': 99, 'binary_crossentropy': 0.0001970558951143175, 'val_binary_crossentropy': 0.2504368722438812, 'loss': 0.0001970558951143175, 'epoch': 99, 'val_loss': 0.2504368722438812, '_timestamp': 1639569119, 'best_val_loss': 0.2504368722438812, '_step': 99, '_runtime': 34}","{'epochs': 100, 'dropout_2': 0.4, 'trainable': False, 'batch_size': 20, 'preprocess': 'medium', 'pretrained': True, 'dense_units': 128, 'train_split': 0.7}",iconic-sweep-33
33,"{'best_val_loss': 0.015676341950893402, '_timestamp': 1639569066, 'best_epoch': 99, 'epoch': 99, 'graph': {'path': 'media/graph/graph_summary_928a5345d02c180ec801.graph.json', 'size': 738, '_type': 'graph-file', 'sha256': '928a5345d02c180ec8018f3cf9d580d6d8ad99c2b96e020f4657307e72a9e383'}, '_wandb': {'runtime': 31}, '_runtime': 33, 'val_loss': 0.015676341950893402, 'binary_crossentropy': 0.00012636535393539816, 'loss': 0.00012636535393539816, '_step': 99, 'val_binary_crossentropy': 0.015676341950893402}","{'epochs': 100, 'dropout_2': 0.4, 'trainable': True, 'batch_size': 20, 'preprocess': 'medium', 'pretrained': False, 'dense_units': 128, 'train_split': 0.7}",lunar-sweep-32
34,"{'best_epoch': 99, 'val_binary_crossentropy': 0.00902505125850439, 'epoch': 99, 'graph': {'path': 'media/graph/graph_summary_928a5345d02c180ec801.graph.json', 'size': 738, '_type': 'graph-file', 'sha256': '928a5345d02c180ec8018f3cf9d580d6d8ad99c2b96e020f4657307e72a9e383'}, '_runtime': 34, '_timestamp': 1639569014, 'best_val_loss': 0.00902505125850439, 'binary_crossentropy': 0.00012949325900990516, 'loss': 0.00012949325900990516, '_step': 99, '_wandb': {'runtime': 31}, 'val_loss': 0.00902505125850439}","{'epochs': 100, 'dropout_2': 0.4, 'trainable': False, 'batch_size': 20, 'preprocess': 'medium', 'pretrained': False, 'dense_units': 128, 'train_split': 0.7}",warm-sweep-31
35,"{'best_epoch': 99, 'loss': 0.00011847550922539084, '_step': 99, 'epoch': 99, 'graph': {'path': 'media/graph/graph_summary_928a5345d02c180ec801.graph.json', 'size': 738, '_type': 'graph-file', 'sha256': '928a5345d02c180ec8018f3cf9d580d6d8ad99c2b96e020f4657307e72a9e383'}, '_wandb': {'runtime': 30}, '_runtime': 32, 'val_loss': 0.030567333102226257, 'best_val_loss': 0.030567333102226257, 'val_binary_crossentropy': 0.030567333102226257, '_timestamp': 1639568965, 'binary_crossentropy': 0.00011847550922539084}","{'epochs': 100, 'dropout_2': 0.4, 'trainable': True, 'batch_size': 20, 'preprocess': 'medium', 'pretrained': False, 'dense_units': 128, 'train_split': 0.7}",rich-sweep-30
36,"{'loss': 0.0006996716256253421, '_step': 99, 'graph': {'path': 'media/graph/graph_summary_be39ba43bc410ff4805b.graph.json', 'size': 768, '_type': 'graph-file', 'sha256': 'be39ba43bc410ff4805b099a4e7bb76db4f4679fd151224a5b1144eb7e83f3e0'}, '_wandb': {'runtime': 31}, 'best_epoch': 99, 'best_val_loss': 0.5764452815055847, 'binary_crossentropy': 0.0006996716256253421, 'epoch': 99, '_runtime': 33, 'val_loss': 0.5764452815055847, '_timestamp': 1639568914, 'val_binary_crossentropy': 0.5764452815055847}","{'epochs': 100, 'dropout_2': 0.4, 'trainable': False, 'batch_size': 20, 'preprocess': 'medium', 'pretrained': True, 'dense_units': 128, 'train_split': 0.7}",smart-sweep-29
37,"{'loss': 0.0003348855534568429, '_step': 99, 'graph': {'path': 'media/graph/graph_summary_928a5345d02c180ec801.graph.json', 'size': 738, '_type': 'graph-file', 'sha256': '928a5345d02c180ec8018f3cf9d580d6d8ad99c2b96e020f4657307e72a9e383'}, '_wandb': {'runtime': 31}, 'epoch': 99, '_runtime': 32, 'val_loss': 0.013020820915699003, '_timestamp': 1639568861, 'best_epoch': 99, 'best_val_loss': 0.013020820915699003, 'binary_crossentropy': 0.0003348855534568429, 'val_binary_crossentropy': 0.013020820915699003}","{'epochs': 100, 'dropout_2': 0.4, 'trainable': True, 'batch_size': 20, 'preprocess': 'medium', 'pretrained': False, 'dense_units': 128, 'train_split': 0.7}",brisk-sweep-28
38,"{'graph': {'path': 'media/graph/graph_summary_928a5345d02c180ec801.graph.json', 'size': 738, '_type': 'graph-file', 'sha256': '928a5345d02c180ec8018f3cf9d580d6d8ad99c2b96e020f4657307e72a9e383'}, 'val_loss': 0.007357816677540541, '_timestamp': 1639568797, 'best_epoch': 99, 'loss': 0.00014145852765068412, '_step': 99, 'epoch': 99, '_wandb': {'runtime': 29}, '_runtime': 30, 'best_val_loss': 0.007357816677540541, 'binary_crossentropy': 0.00014145852765068412, 'val_binary_crossentropy': 0.007357816677540541}","{'epochs': 100, 'dropout_2': 0.4, 'trainable': True, 'batch_size': 20, 'preprocess': 'medium', 'pretrained': False, 'dense_units': 128, 'train_split': 0.7}",smart-sweep-27
